# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  d3fd917
# trials  24000 injected per cell
#
# THE GPU'S ALGORITHM, measured with the GPU filtering.
#
# accuracy.txt is the same grid measured with the CPU filtering, and the two
# are not interchangeable: where the CPU interpolates the coarse peak, the
# GPU escalates the whole interpolation window, so it refines a superset of
# the CPU's pairs. Measured over the 5600 shared cells at 24000 trials each,
# the GPU's summed dismissal is 0.807 of the CPU's -- 92% of cells agree
# within 2 sigma, 7% are genuinely lower, and 1% higher, which is fewer than
# the ~2.3% that 5600 two-sigma comparisons produce by chance.
#
# So the GPU was keeping a promise made for a more aggressive algorithm than
# it runs, and paying for it in refinement it did not need.
#
# Covers only the lengths the GPU backend runs. accuracy.txt still serves
# every other length and the CPU.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
ACC2 16384 4 5.50 0.9000 3.94 0.960 5.5015e-05
ACC2 16384 4 5.50 0.9000 3.94 0.980 3.3009e-04
ACC2 16384 4 5.50 0.9000 3.94 1.000 1.2103e-03
ACC2 16384 4 5.50 0.9000 8.14 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9000 8.14 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9000 8.14 0.960 1.1430e-04
ACC2 16384 4 5.50 0.9000 8.14 0.980 2.2860e-04
ACC2 16384 4 5.50 0.9000 8.14 1.000 8.5724e-04
ACC2 16384 4 5.50 0.9000 16.12 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9000 16.12 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9000 16.12 0.960 1.7762e-04
ACC2 16384 4 5.50 0.9000 16.12 0.980 2.3683e-04
ACC2 16384 4 5.50 0.9000 16.12 1.000 7.6969e-04
ACC2 16384 4 5.50 0.9000 32.61 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9000 32.61 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9000 32.61 0.960 2.4590e-04
ACC2 16384 4 5.50 0.9000 32.61 0.980 5.5327e-04
ACC2 16384 4 5.50 0.9000 32.61 1.000 6.7622e-04
ACC2 16384 4 5.50 0.9000 64.60 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9000 64.60 0.930 6.3678e-05
ACC2 16384 4 5.50 0.9000 64.60 0.960 6.3678e-05
ACC2 16384 4 5.50 0.9000 64.60 0.980 2.5471e-04
ACC2 16384 4 5.50 0.9000 64.60 1.000 5.7310e-04
ACC2 16384 4 5.50 0.9000 128.59 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9000 128.59 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9000 128.59 0.960 1.3167e-04
ACC2 16384 4 5.50 0.9000 128.59 0.980 2.6333e-04
ACC2 16384 4 5.50 0.9000 128.59 1.000 5.2666e-04
ACC2 16384 4 5.50 0.9500 2.03 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 2.03 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 2.03 0.960 3.2805e-04
ACC2 16384 4 5.50 0.9500 2.03 0.980 1.2575e-03
ACC2 16384 4 5.50 0.9500 2.03 1.000 7.5451e-03
ACC2 16384 4 5.50 0.9500 3.94 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 3.94 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 3.94 0.960 1.6869e-04
ACC2 16384 4 5.50 0.9500 3.94 0.980 6.1853e-04
ACC2 16384 4 5.50 0.9500 3.94 1.000 3.0364e-03
ACC2 16384 4 5.50 0.9500 8.14 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 8.14 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 8.14 0.960 1.1581e-04
ACC2 16384 4 5.50 0.9500 8.14 0.980 4.6326e-04
ACC2 16384 4 5.50 0.9500 8.14 1.000 1.7372e-03
ACC2 16384 4 5.50 0.9500 16.12 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 16.12 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 16.12 0.960 1.1955e-04
ACC2 16384 4 5.50 0.9500 16.12 0.980 2.9886e-04
ACC2 16384 4 5.50 0.9500 16.12 1.000 1.2552e-03
ACC2 16384 4 5.50 0.9500 32.61 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 32.61 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 32.61 0.960 6.1667e-05
ACC2 16384 4 5.50 0.9500 32.61 0.980 3.0834e-04
ACC2 16384 4 5.50 0.9500 32.61 1.000 1.1100e-03
ACC2 16384 4 5.50 0.9500 64.60 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 64.60 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 64.60 0.960 1.2737e-04
ACC2 16384 4 5.50 0.9500 64.60 0.980 2.5474e-04
ACC2 16384 4 5.50 0.9500 64.60 1.000 8.9161e-04
ACC2 16384 4 5.50 0.9500 128.59 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 128.59 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 128.59 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9500 128.59 0.980 1.3067e-04
ACC2 16384 4 5.50 0.9500 128.59 1.000 3.9200e-04
ACC2 16384 4 5.50 0.9800 2.03 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 2.03 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 2.03 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 2.03 0.980 2.8928e-03
ACC2 16384 4 5.50 0.9800 2.03 1.000 2.6383e-02
ACC2 16384 4 5.50 0.9800 3.94 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 3.94 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 3.94 0.960 5.8893e-05
ACC2 16384 4 5.50 0.9800 3.94 0.980 1.9435e-03
ACC2 16384 4 5.50 0.9800 3.94 1.000 1.7197e-02
ACC2 16384 4 5.50 0.9800 8.14 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.14 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.14 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.14 0.980 1.0862e-03
ACC2 16384 4 5.50 0.9800 8.14 1.000 8.9313e-03
ACC2 16384 4 5.50 0.9800 16.12 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.12 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.12 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.12 0.980 4.3197e-04
ACC2 16384 4 5.50 0.9800 16.12 1.000 5.6773e-03
ACC2 16384 4 5.50 0.9800 32.61 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.61 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.61 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.61 0.980 1.8991e-04
ACC2 16384 4 5.50 0.9800 32.61 1.000 2.4055e-03
ACC2 16384 4 5.50 0.9800 64.60 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.60 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.60 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.60 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.60 1.000 9.0340e-04
ACC2 16384 4 5.50 0.9800 128.59 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.59 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.59 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.59 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.59 1.000 1.9824e-04
ACC2 16384 4 5.50 0.9950 2.03 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.03 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.03 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.03 0.980 3.0552e-03
ACC2 16384 4 5.50 0.9950 2.03 1.000 5.4121e-02
ACC2 16384 4 5.50 0.9950 3.94 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 3.94 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 3.94 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 3.94 0.980 1.7709e-03
ACC2 16384 4 5.50 0.9950 3.94 1.000 4.2439e-02
ACC2 16384 4 5.50 0.9950 8.14 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.14 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.14 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.14 0.980 7.0436e-04
ACC2 16384 4 5.50 0.9950 8.14 1.000 3.0031e-02
ACC2 16384 4 5.50 0.9950 16.12 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.12 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.12 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.12 0.980 3.2444e-04
ACC2 16384 4 5.50 0.9950 16.12 1.000 2.0700e-02
ACC2 16384 4 5.50 0.9950 32.61 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.61 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.61 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.61 0.980 6.5850e-05
ACC2 16384 4 5.50 0.9950 32.61 1.000 1.0009e-02
ACC2 16384 4 5.50 0.9950 64.60 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.60 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.60 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.60 0.980 6.6796e-05
ACC2 16384 4 5.50 0.9950 64.60 1.000 2.4046e-03
ACC2 16384 4 5.50 0.9950 128.59 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.59 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.59 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.59 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.59 1.000 0.0000e+00
ACC2 16384 4 6.00 0.8000 2.03 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 2.03 0.930 5.6641e-05
ACC2 16384 4 6.00 0.8000 2.03 0.960 1.6992e-04
ACC2 16384 4 6.00 0.8000 2.03 0.980 3.9649e-04
ACC2 16384 4 6.00 0.8000 2.03 1.000 8.4962e-04
ACC2 16384 4 6.00 0.8000 3.94 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 3.94 0.930 0.0000e+00
ACC2 16384 4 6.00 0.8000 3.94 0.960 1.1869e-04
ACC2 16384 4 6.00 0.8000 3.94 0.980 2.3739e-04
ACC2 16384 4 6.00 0.8000 3.94 1.000 4.1543e-04
ACC2 16384 4 6.00 0.8000 8.14 0.900 6.1770e-05
ACC2 16384 4 6.00 0.8000 8.14 0.930 6.1770e-05
ACC2 16384 4 6.00 0.8000 8.14 0.960 3.0885e-04
ACC2 16384 4 6.00 0.8000 8.14 0.980 3.7062e-04
ACC2 16384 4 6.00 0.8000 8.14 1.000 7.4124e-04
ACC2 16384 4 6.00 0.8000 16.12 0.900 6.4119e-05
ACC2 16384 4 6.00 0.8000 16.12 0.930 6.4119e-05
ACC2 16384 4 6.00 0.8000 16.12 0.960 6.4119e-05
ACC2 16384 4 6.00 0.8000 16.12 0.980 1.9236e-04
ACC2 16384 4 6.00 0.8000 16.12 1.000 5.1295e-04
ACC2 16384 4 6.00 0.8000 32.61 0.900 6.5902e-05
ACC2 16384 4 6.00 0.8000 32.61 0.930 6.5902e-05
ACC2 16384 4 6.00 0.8000 32.61 0.960 1.3180e-04
ACC2 16384 4 6.00 0.8000 32.61 0.980 3.2951e-04
ACC2 16384 4 6.00 0.8000 32.61 1.000 3.9541e-04
ACC2 16384 4 6.00 0.8000 64.60 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 64.60 0.930 6.7682e-05
ACC2 16384 4 6.00 0.8000 64.60 0.960 3.3841e-04
ACC2 16384 4 6.00 0.8000 64.60 0.980 3.3841e-04
ACC2 16384 4 6.00 0.8000 64.60 1.000 3.3841e-04
ACC2 16384 4 6.00 0.8000 128.59 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 128.59 0.930 0.0000e+00
ACC2 16384 4 6.00 0.8000 128.59 0.960 0.0000e+00
ACC2 16384 4 6.00 0.8000 128.59 0.980 6.9180e-05
ACC2 16384 4 6.00 0.8000 128.59 1.000 4.1508e-04
ACC2 16384 4 6.00 0.9000 2.03 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.03 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.03 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.03 0.980 5.5078e-05
ACC2 16384 4 6.00 0.9000 2.03 1.000 1.1016e-03
ACC2 16384 4 6.00 0.9000 3.94 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 3.94 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 3.94 0.960 5.7068e-05
ACC2 16384 4 6.00 0.9000 3.94 0.980 1.1414e-04
ACC2 16384 4 6.00 0.9000 3.94 1.000 7.9895e-04
ACC2 16384 4 6.00 0.9000 8.14 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 8.14 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 8.14 0.960 1.1841e-04
ACC2 16384 4 6.00 0.9000 8.14 0.980 1.7762e-04
ACC2 16384 4 6.00 0.9000 8.14 1.000 6.5127e-04
ACC2 16384 4 6.00 0.9000 16.12 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 16.12 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 16.12 0.960 1.2267e-04
ACC2 16384 4 6.00 0.9000 16.12 0.980 1.8400e-04
ACC2 16384 4 6.00 0.9000 16.12 1.000 7.3602e-04
ACC2 16384 4 6.00 0.9000 32.61 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 32.61 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 32.61 0.960 2.5366e-04
ACC2 16384 4 6.00 0.9000 32.61 0.980 4.4391e-04
ACC2 16384 4 6.00 0.9000 32.61 1.000 6.3416e-04
ACC2 16384 4 6.00 0.9000 64.60 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 64.60 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 64.60 0.960 1.3116e-04
ACC2 16384 4 6.00 0.9000 64.60 0.980 2.6231e-04
ACC2 16384 4 6.00 0.9000 64.60 1.000 5.9020e-04
ACC2 16384 4 6.00 0.9000 128.59 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 128.59 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 128.59 0.960 6.7600e-05
ACC2 16384 4 6.00 0.9000 128.59 0.980 2.0280e-04
ACC2 16384 4 6.00 0.9000 128.59 1.000 4.7320e-04
ACC2 16384 4 6.00 0.9500 2.03 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 2.03 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 2.03 0.960 2.2414e-04
ACC2 16384 4 6.00 0.9500 2.03 0.980 7.2845e-04
ACC2 16384 4 6.00 0.9500 2.03 1.000 5.3233e-03
ACC2 16384 4 6.00 0.9500 3.94 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 3.94 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 3.94 0.960 5.7590e-05
ACC2 16384 4 6.00 0.9500 3.94 0.980 2.3036e-04
ACC2 16384 4 6.00 0.9500 3.94 1.000 2.0733e-03
ACC2 16384 4 6.00 0.9500 8.14 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 8.14 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 8.14 0.960 1.1876e-04
ACC2 16384 4 6.00 0.9500 8.14 0.980 2.9691e-04
ACC2 16384 4 6.00 0.9500 8.14 1.000 1.6627e-03
ACC2 16384 4 6.00 0.9500 16.12 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 16.12 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 16.12 0.960 1.2230e-04
ACC2 16384 4 6.00 0.9500 16.12 0.980 3.6691e-04
ACC2 16384 4 6.00 0.9500 16.12 1.000 1.2842e-03
ACC2 16384 4 6.00 0.9500 32.61 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 32.61 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 32.61 0.960 6.3107e-05
ACC2 16384 4 6.00 0.9500 32.61 0.980 2.5243e-04
ACC2 16384 4 6.00 0.9500 32.61 1.000 9.4661e-04
ACC2 16384 4 6.00 0.9500 64.60 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.60 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.60 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.60 0.980 2.6035e-04
ACC2 16384 4 6.00 0.9500 64.60 1.000 9.7631e-04
ACC2 16384 4 6.00 0.9500 128.59 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.59 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.59 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.59 0.980 6.6988e-05
ACC2 16384 4 6.00 0.9500 128.59 1.000 3.3494e-04
ACC2 16384 4 6.00 0.9800 2.03 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.03 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.03 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.03 0.980 1.7630e-03
ACC2 16384 4 6.00 0.9800 2.03 1.000 2.2449e-02
ACC2 16384 4 6.00 0.9800 3.94 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 3.94 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 3.94 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 3.94 0.980 8.4125e-04
ACC2 16384 4 6.00 0.9800 3.94 1.000 1.2138e-02
ACC2 16384 4 6.00 0.9800 8.14 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.14 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.14 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.14 0.980 6.7584e-04
ACC2 16384 4 6.00 0.9800 8.14 1.000 6.5127e-03
ACC2 16384 4 6.00 0.9800 16.12 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.12 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.12 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.12 0.980 3.1387e-04
ACC2 16384 4 6.00 0.9800 16.12 1.000 3.8293e-03
ACC2 16384 4 6.00 0.9800 32.61 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.61 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.61 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.61 0.980 6.4329e-05
ACC2 16384 4 6.00 0.9800 32.61 1.000 1.7369e-03
ACC2 16384 4 6.00 0.9800 64.60 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.60 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.60 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.60 0.980 6.5785e-05
ACC2 16384 4 6.00 0.9800 64.60 1.000 6.5785e-04
ACC2 16384 4 6.00 0.9800 128.59 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.59 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.59 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.59 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.59 1.000 1.3486e-04
ACC2 16384 4 6.00 0.9950 2.03 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.03 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.03 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.03 0.980 6.3291e-04
ACC2 16384 4 6.00 0.9950 2.03 1.000 4.6139e-02
ACC2 16384 4 6.00 0.9950 3.94 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 3.94 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 3.94 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 3.94 0.980 5.1295e-04
ACC2 16384 4 6.00 0.9950 3.94 1.000 3.4432e-02
ACC2 16384 4 6.00 0.9950 8.14 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.14 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.14 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.14 0.980 2.5964e-04
ACC2 16384 4 6.00 0.9950 8.14 1.000 2.3822e-02
ACC2 16384 4 6.00 0.9950 16.12 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.12 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.12 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.12 0.980 6.5880e-05
ACC2 16384 4 6.00 0.9950 16.12 1.000 1.2649e-02
ACC2 16384 4 6.00 0.9950 32.61 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.61 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.61 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.61 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.61 1.000 6.8145e-03
ACC2 16384 4 6.00 0.9950 64.60 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.60 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.60 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.60 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.60 1.000 1.2205e-03
ACC2 16384 4 6.00 0.9950 128.59 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.59 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.59 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.59 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.59 1.000 0.0000e+00
ACC2 16384 4 6.50 0.8000 2.03 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 2.03 0.930 5.9934e-05
ACC2 16384 4 6.50 0.8000 2.03 0.960 1.7980e-04
ACC2 16384 4 6.50 0.8000 2.03 0.980 4.7947e-04
ACC2 16384 4 6.50 0.8000 2.03 1.000 8.9901e-04
ACC2 16384 4 6.50 0.8000 3.94 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 3.94 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 3.94 0.960 1.2486e-04
ACC2 16384 4 6.50 0.8000 3.94 0.980 2.4972e-04
ACC2 16384 4 6.50 0.8000 3.94 1.000 4.9944e-04
ACC2 16384 4 6.50 0.8000 8.14 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 8.14 0.930 6.4675e-05
ACC2 16384 4 6.50 0.8000 8.14 0.960 3.2337e-04
ACC2 16384 4 6.50 0.8000 8.14 0.980 3.8805e-04
ACC2 16384 4 6.50 0.8000 8.14 1.000 8.4077e-04
ACC2 16384 4 6.50 0.8000 16.12 0.900 6.6520e-05
ACC2 16384 4 6.50 0.8000 16.12 0.930 6.6520e-05
ACC2 16384 4 6.50 0.8000 16.12 0.960 1.3304e-04
ACC2 16384 4 6.50 0.8000 16.12 0.980 2.6608e-04
ACC2 16384 4 6.50 0.8000 16.12 1.000 7.3172e-04
ACC2 16384 4 6.50 0.8000 32.61 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 32.61 0.930 6.8004e-05
ACC2 16384 4 6.50 0.8000 32.61 0.960 1.3601e-04
ACC2 16384 4 6.50 0.8000 32.61 0.980 3.4002e-04
ACC2 16384 4 6.50 0.8000 32.61 1.000 4.7603e-04
ACC2 16384 4 6.50 0.8000 64.60 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 64.60 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 64.60 0.960 3.4780e-04
ACC2 16384 4 6.50 0.8000 64.60 0.980 3.4780e-04
ACC2 16384 4 6.50 0.8000 64.60 1.000 4.8692e-04
ACC2 16384 4 6.50 0.8000 128.59 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 128.59 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 128.59 0.960 0.0000e+00
ACC2 16384 4 6.50 0.8000 128.59 0.980 7.0676e-05
ACC2 16384 4 6.50 0.8000 128.59 1.000 4.2406e-04
ACC2 16384 4 6.50 0.9000 2.03 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.03 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.03 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.03 0.980 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.03 1.000 7.3943e-04
ACC2 16384 4 6.50 0.9000 3.94 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 3.94 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 3.94 0.960 5.9007e-05
ACC2 16384 4 6.50 0.9000 3.94 0.980 1.1801e-04
ACC2 16384 4 6.50 0.9000 3.94 1.000 7.0809e-04
ACC2 16384 4 6.50 0.9000 8.14 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.14 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.14 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.14 0.980 1.2223e-04
ACC2 16384 4 6.50 0.9000 8.14 1.000 5.5006e-04
ACC2 16384 4 6.50 0.9000 16.12 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.12 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.12 0.960 1.2634e-04
ACC2 16384 4 6.50 0.9000 16.12 0.980 2.5268e-04
ACC2 16384 4 6.50 0.9000 16.12 1.000 5.6854e-04
ACC2 16384 4 6.50 0.9000 32.61 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 32.61 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 32.61 0.960 6.5355e-05
ACC2 16384 4 6.50 0.9000 32.61 0.980 2.6142e-04
ACC2 16384 4 6.50 0.9000 32.61 1.000 5.2284e-04
ACC2 16384 4 6.50 0.9000 64.60 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 64.60 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 64.60 0.960 1.3451e-04
ACC2 16384 4 6.50 0.9000 64.60 0.980 3.3627e-04
ACC2 16384 4 6.50 0.9000 64.60 1.000 6.7254e-04
ACC2 16384 4 6.50 0.9000 128.59 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 128.59 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 128.59 0.960 6.8999e-05
